layer,expert,panel_group,selection_supervised_routing_mass,selection_supervised_selected_rate,global_target_grad_bf16,global_control_grad_bf16,global_grad_specific_bf16,precise_target_grad_l2,precise_control_grad_l2,precise_grad_dot,precise_grad_cosine,precise_grad_specific,precise_grad_ratio
21,245,population_random,0.016994406960227273,0.1303030303030303,0.3811711966991424,0.5107619762420654,-0.0019002854824066,0.5614609924093019,0.4254266242005525,-0.0002366509288549,-0.0009907497213402,0.2423910242588875,1.319759884476109
22,13,population_random,0.0,0.0,0.0290020909160375,0.1397674083709716,-0.0758234653621912,0.0242654575221529,0.1190328071081277,0.0001288320745516,0.0446034898919322,-0.0650091478089428,0.2038552069086863
23,137,population_random,0.01788293087121212,0.1606060606060606,0.3115346431732178,0.0277245249599218,0.2907412494532764,0.3263994268340596,0.0230652969137603,6.315466089290567e-05,0.008388744567073,0.3091004541487393,14.151104494353335
24,120,population_random,0.0,0.0,0.0766738057136535,0.0537308901548385,0.0363756380975246,0.0710912713860642,0.0488752024915362,0.0001691233665042,0.0486741934791062,0.034434869517412,1.4545468409449696
25,31,population_random,0.0,0.0,0.2272607237100601,0.0,0.2272607237100601,0.1902079587372485,0.0,0.0,0.0,0.1902079587372485,190207958737.24857
26,17,population_random,0.0,0.0,0.0248825103044509,0.0459812171757221,-0.0096034025773406,0.0226810723217703,0.0391566594565093,6.0939994000364095e-05,0.0686172311965326,-0.0066864222706116,0.5792392056932888
27,141,population_random,0.0023652047821969696,0.024242424242424242,0.0176091119647026,0.0565052852034568,-0.02476985193789,0.0209558428252287,0.0472524115864974,4.632916557056888e-06,0.0046787018168841,-0.0144834658646443,0.443487265965774
28,12,population_random,0.0006606593276515152,0.012121212121212121,0.0,0.0194835867732763,-0.0146126900799572,0.0,0.0162391985193299,0.0,0.0,-0.0121793988894974,0.0
29,242,population_random,0.0,0.0,0.0038538563530892,0.0010212820488959,0.0030878948164172,0.0062101622449458,0.0008487350310607,2.5429653716102507e-08,0.0048246450962936,0.0055736109716503,7.316962314926016
30,94,population_random,0.0015669389204545454,0.015151515151515152,0.017735606059432,0.002953257644549,0.0155206628260202,0.0147117973010281,0.0024729802510827,-9.292638125657504e-08,-0.0025541867312183,0.012857062112716,5.949015277674645
31,70,population_random,0.001231060606060606,0.015151515151515152,0.0057603470049798,0.9926249980926514,-0.7387084015645087,0.0048028729630953,0.8265167490478824,-3.305151517452032e-05,-0.0083260423415238,-0.6150846888228165,0.0058109808042272
32,161,population_random,0.0009847005208333333,0.01818181818181818,0.031667485833168,0.019050033763051,0.0173799605108797,0.0298346129388664,0.0159204424065256,-1.166027345789189e-06,-0.0024548965513154,0.0178942811339722,1.8739813992080767
33,123,population_random,0.002108487215909091,0.01818181818181818,0.0972817242145538,0.2067011594772339,-0.0577441453933715,0.0865497427492971,0.174132255179351,-1.893738044600468e-05,-0.0012565358912747,-0.0440494486352161,0.4970345250491154
34,44,population_random,0.004020182291666666,0.03636363636363636,0.1700167506933212,0.4627287983894348,-0.1770298480987548,0.1633376218139931,0.3867383142782143,0.0019340949947945,0.030617827586554,-0.1267161138946676,0.4223466250516567
35,202,population_random,0.0006236683238636364,0.00909090909090909,0.0362610183656215,0.0209520161151886,0.0205470062792301,0.0334868353652027,0.0174624839276998,2.8384204711073835e-06,0.0048539645919845,0.0203899724194278,1.9176444486323367
36,222,population_random,0.0035111860795454543,0.03636363636363636,0.0599474608898162,0.0112001858651638,0.0515473214909434,0.0501063260817494,0.0093687829048031,-2.1454090983752394e-06,-0.0045701913309765,0.043079738903147,5.348221491044778
37,143,population_random,0.0005193536931818182,0.006060606060606061,0.0365467220544815,0.0036325459368526,0.0338223126018419,0.0305994846779789,0.0040195922101375,1.805271676857956e-05,0.146773097592665,0.0275847905203758,7.612584329622733
38,197,population_random,0.0036206794507575757,0.048484848484848485,0.0930746123194694,0.0099941389635205,0.085579008096829,0.0988008488833694,0.0083834126043724,6.324726655293489e-06,0.007635900197882,0.09251328943009,11.785278088311406
39,130,population_random,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
